url_code,time_utc,type,caption,likes,comments
Cyc1W93sJws,2023-10-16 07:00:11,GraphImage,'FAITH AND FREEDOM': Five ways Ronald Reagan's ideals can help lift the US out of cultural decay at the link in bio.,27123,701
CycufIrNyVw,2023-10-16 06:00:09,GraphImage,ROLLING THE DICE: The actor's passion project has spent nearly 30 years on the back burner — until now. When fans can expect its release at the link in bio.,9214,323
Cycnn4uN9ZM,2023-10-16 05:00:10,GraphImage,"STATE OF THE ART: Solo rooms can save travelers money, and will soon be available across the entire Norwegian Cruise Line fleet. Details at link in bio.",5084,152
Cycgwcvtal2,2023-10-16 04:00:10,GraphImage,"FUNDS IN FOCUS: The Biden administration sent $33.7 million from the American Rescue Plan, a spending bill meant to combat COVID, to a Palestinian relief organization that has been referred to as ""effectively a branch of Hamas."" Link in bio.",34565,6904
CycZ41VN7dK,2023-10-16 03:00:09,GraphImage,"RECORD SHATTERED: The crowd at Citizens Bank Park, home of the Phillies, has been absolutely electric, and it will cost you if you want to join in on the fun. Link in bio.",6300,220
CycTB7JIGsk,2023-10-16 02:00:15,GraphImage,"DEAD RINGER: The father detailed how he was at ""wit's end"" before getting a phone call that changed his life at the link in bio.",4544,138
CycMKESum95,2023-10-16 01:00:11,GraphImage,"'GRAVE GOODS': Click the link in bio to learn more about the ""exciting"" discovery.",6052,237
CycFSVqL1mD,2023-10-16 00:00:09,GraphImage,'LESSON LEARNED': Jana Kramer is on the road to recovery after a scary infection landed her in the hospital while seven months pregnant. Link in bio.,6765,271
Cyb-baoPsqy,2023-10-15 23:00:12,GraphImage,'STANDBY': Counterterrorism expert explains why Israel may not be telling the full story in its delay of a ground invasion in Gaza. Link in bio.,30583,2394
Cyb3jmBNJ8M,2023-10-15 22:00:09,GraphImage,SHOOTING THEIR SHOT: The Swiss striker spilled the tea about the surprise proposal at the link in bio.,28027,1381
CybwsNTuLML,2023-10-15 21:00:10,GraphImage,BATTLE FOR THEIR LIVES: @MarkLevinshow puts into perspective the ultimate cost Israeli soldiers are paying as they sign up to fight for their country.,14899,1903
CybqyLlR1SF,2023-10-15 20:08:31,GraphSidecar,'PASSED AWAY PEACEFULLY': Actress Suzanne Somers has died at 76 following a battle with breast cancer. Link in bio.,73317,3900
Cybi_mJOjBo,2023-10-15 19:00:29,GraphSidecar,TERROR THWARTED: New images taken after an IDF seizure give a glimpse into the weapons arsenal of Hamas. Link in bio.,25321,2498
CybcGVahlmA,2023-10-15 18:00:14,GraphImage,SEEING 'RED': Social media users are keenly pointing out one detail that seemingly confirms the rumored couple's relationship. Link in bio.,30166,1897
CybVO73rfWo,2023-10-15 17:00:14,GraphImage,LEADERS OF THE PACK: How the IDF's K-9 unit a key role in multiple missions to save people and stop terrorists at the link in bio.,30589,923
CybOzy6rQUV,2023-10-15 16:04:06,GraphImage,'STORIES OF TRUE GRIT': Singer complains country music is about love of country – but that's precisely the point. Link in bio.,5911,286
CybHf34yGee,2023-10-15 15:00:15,GraphImage,"'WHAT WILL WE DO?': @marklevinshow scorches Biden for providing weapons to Iran and allowing a ""human catastrophe"" to take place in the Gaza strip.",28880,1950
CybAnlatBpP,2023-10-15 14:00:06,GraphImage,SENDING A MESSAGE: @SenMarcoRubio demands Biden cancel visas for people who support terrorist groups looking to enter America. Link in bio.,17051,21600
Cya5xemNYYu,2023-10-15 13:00:17,GraphImage,"'BLOOD ON HIS HANDS': @VoteTimScott argues Biden was ""complicit"" in the Hamas terror attacks against Israel. Link in bio.",13593,1169
Cyay4x2RqBB,2023-10-15 12:00:07,GraphImage,HISTORY IN THE MAKING: The conservative justice rose to the nation's high court 32 years ago in one of the closest ever votes in favor of a Supreme Court nominee. Link in bio.,23821,1075
CyasBeex9v8,2023-10-15 11:00:10,GraphImage,MESSY HOUSE: The rollercoaster week on Capitol Hill continues. Catch up at the link in bio.,9012,822
CyalLiXRaWk,2023-10-15 10:00:21,GraphImage,‘NOT GOING TO DO THAT’: GOP hopeful Ron DeSantis said the US should not take in any refugees from Gaza following the terrorist attacks on Israel.,28104,1741
CyaeSpGRquB,2023-10-15 09:00:10,GraphImage,GAINING GROUND: The GOP presidential hopeful shares how she doubled her support in a month at the link in bio.,15506,1903
CyaXbhYxDkw,2023-10-15 08:00:12,GraphImage,NIP AND TUCK: Find out which procedure took the top spot at the link in bio.,2965,264
CyaQj3RR9Cw,2023-10-15 07:00:10,GraphImage,‘A MILLION’ RUMORS: The actress takes on the claims swirling about her and her husband’s romantic life in no uncertain terms. Link in bio.,6687,1262
CyaJr9SNWl_,2023-10-15 06:00:06,GraphImage,MAXIMUM FOCUS: Career experts say it can be a viable strategy to concentrate on tasks. Link in bio.,3920,175
CyaC1AINGJT,2023-10-15 05:00:10,GraphImage,'HUGE FAN': The Barstool Sports founder praises @NikkiHaley's comments about Israel and Hamas at the link in bio.,12101,1034
CyZ79s2tjqC,2023-10-15 04:00:11,GraphImage,"SOUNDING OFF: Paul McCartney explains why Yoko Ono was allowed in on recording sessions, and why no one spoke up about it. Details at link in bio.",4454,239
CyZ1FrJN2Jw,2023-10-15 03:00:07,GraphImage,'CHAOS AND MAYHEM': @jockowillink explains the brutal mindset of Hamas terrorists as Israel war wages on. Link in bio.,31468,3914
CyZuOmLtl21,2023-10-15 02:00:10,GraphImage,‘GOING IN STYLE’: Sir Michael Caine is ready to leave Hollywood on a high note – with his new film “The Great Escaper” receiving “incredible reviews.” His full explanation at the link in bio.,16867,289
CyZnWyepvGR,2023-10-15 01:00:07,GraphImage,"‘IT IS SICK’: Vivek Ramaswamy says that GOP rival Nikki Haley should be ""disqualified from being president."" Details at link in bio.",13938,1279
CyZgfeMOVMW,2023-10-15 00:00:08,GraphImage,"WILD MOMENT:  Opponent Dillon Danis was swinging at security and Paul’s younger brother, Jake, got involved too. Details at the link in bio.",13167,417
CyZZou0s6Gn,2023-10-14 23:00:14,GraphImage,MORE THAN '9 TO 5': The country music icon shares her worst case beauty scenario at the link in bio.,4574,343
CyZSwwiuMri,2023-10-14 22:00:10,GraphImage,‘BETWEEN GOOD AND EVIL’: Nikki Haley unloads on GOP rival Vivek Ramaswamy for his recent comments on the Israel-Hamas war. Link in bio.,7359,661
CyZL5hVrspB,2023-10-14 21:00:12,GraphImage,"'ENCHANTED': ""Taylor Swift seems to have the Midas Touch — everything she touches seems to turn to gold,"" writes Jon Miltimore. Link in bio.",6732,489
CyZFB9Msvx1,2023-10-14 20:00:10,GraphImage,‘BRING ‘EM OUT’: The Republican presidential candidate makes clear how he thinks President Joe Biden should free the American hostages in Gaza.,10483,1323
CyY-KCjP7zi,2023-10-14 19:00:08,GraphImage,UNITED WE STAND: @jockowillink issues bold declaration about the hostages taken by Hamas terrorists. Link in bio.,21024,1255
CyY3S5xxOEw,2023-10-14 18:00:10,GraphImage,PETS WITHOUT FAMILIES: Fox News correspondent @treyyingst shares how Israel volunteer service is rescuing animals in the war-torn communities at the link in bio.,40756,1839
CyYwblTAwFJ,2023-10-14 17:00:11,GraphImage,SYNAGOGUE MESSAGE: New York mayor calls on celebrities to use their 'influence and power' to reverse the seemingly growing trend of antisemitism following Hamas terror group's 'Day of Rage.' Link in bio.,7045,701
CyYp5g_BtGs,2023-10-14 16:03:18,GraphVideo,Israelis find puppy in a small village near Gaza border. @treyyingst reports that the dog's owners were killed in Hamas terror attacks. Link in bio.,31289,2265
CyYjkNBMEn2,2023-10-14 15:07:45,GraphImage,'NEXT STAGE': Watch Israeli Prime Minister Benjamin Netanyahu's message to his troops at the link in bio.,17279,1559
CyYcBLusBPY,2023-10-14 14:01:47,GraphSidecar,"Thousands of people took to the streets of London for a massive pro-Palestinian demonstration as Israel wages war against the Palestinian terror group, Hamas. Link in bio.",17997,7667
CyYU-XKtPuQ,2023-10-14 13:00:16,GraphImage,STRIKE THREE: Yankees legend stands firm against companies like Nike and Bud Light bringing far-left ideology into the world of sports. Link in bio.,12240,303
CyYOGRtNqK_,2023-10-14 12:00:10,GraphImage,'RING OF FIRE': How to catch a glimpse at the link in bio.,39009,625
CyYHO2Exzbj,2023-10-14 11:00:10,GraphImage,GREEN ENERGY PUSH-BACK: Trade groups are asking a federal judge to block New York’s gas stove ban. Link in bio.,8630,1267
CyYAXKGtyiL,2023-10-14 10:00:08,GraphImage,‘POT MEET KETTLE’: The senator was swiftly mocked for his comments. Click on the link in our bio to see how they came back to bite him.,28622,2206
CyX5fnHxkri,2023-10-14 09:00:07,GraphImage,‘MAKES NO SENSE’: The former Trump administration official called out President Joe Biden for ruling out sending special forces to rescue kidnapped Americans. Details at the link in bio.,10134,606
CyXyn9VsnlJ,2023-10-14 08:00:05,GraphImage,"MONEY TALKS: ""We cannot condemn our children and grandchildren to a lifetime of misery. We have the courage to tackle our growing debt,"" writes Rep. Wesley Hunt. Link in bio.",5650,409
CyXrxHyN4Vh,2023-10-14 07:00:11,GraphImage,WARNING SHOT: Fox News host Sean Hannity offers a blunt prediction for how the war will end.,15627,1489
CyXk5UfNici,2023-10-14 06:00:08,GraphImage,‘HE’S AN ANIMAL’: The Republican congressman went into a profanity-laced tirade against the man he said was accosting him while he held a baby. Details at link in bio.,9057,856
CyXeCFvtRqa,2023-10-14 05:00:10,GraphImage,CANNIBAL 'LECTURE': The UAW president is racking in hundreds of thousands of dollars while his union's striking members are making a few hundred a week. Link in bio.,10458,944
CyXXKqHNWdW,2023-10-14 04:00:10,GraphImage,‘GETTING COLD FEET’: Fox News host Jesse Watters slams President Joe Biden for not going all-in on Israel.,8423,449
CyXQTW6tKer,2023-10-14 03:00:11,GraphImage,SURPRISE REVELATION: The plot thickens between the Hollywood stars at the link in bio.,7574,1561
CyXJby6Nq1e,2023-10-14 02:00:10,GraphImage,UN-LISTED: What US and Israel officials are saying about the ongoing silence at the link in bio.,13097,3535
CyXCkLCpA6S,2023-10-14 01:00:10,GraphImage,WHAT A TRIP: The president’s latest stumble came as he prepared to talk up the economy. Link in bio.,26126,3866
CyW7sy8rW7P,2023-10-14 00:00:10,GraphImage,BOUND TO HAPPEN: The heartwarming backstory decades in the making at the link in bio.,4386,644
CyW1VFgP9I9,2023-10-13 23:04:48,GraphVideo,FOX NEWS PRIMETIME: The right voices. At the right time. Every weeknight starting at 7PM ET.,2694,690
CyW01kwOYeS,2023-10-13 23:00:12,GraphImage,SOUNDING THE ALARM: The reasons behind the JPMorgan CEO's dire economic warning at the link in bio.,16485,1131
CyWt952tEPq,2023-10-13 22:00:10,GraphImage,"BIAS EXPOSED: The reporter is facing steep consequences for his comments, in which he compared the Jewish state to the Nazis. What the news agency is saying about the shocking comments at the link in bio.",13446,2097
CyWjMD9pFn4,2023-10-13 20:25:59,GraphImage,"NEXT MAN UP: Jim Jordan won this battle, but there's still a long road ahead. The latest on the fast-moving developments at the link in bio.",21292,1642
CyWgO04suKt,2023-10-13 20:00:08,GraphImage,'GOD IS GOOD': The Detroit linebacker issued a message of relief after his parents were trapped in the war-torn country during Hamas' terrorist attacks. Link in bio.,15714,745
CyWZXZxREU2,2023-10-13 19:00:09,GraphImage,'DEEPLY SADDENED': Two other Reuters journalists were also injured in the incident. Updates on this developing story at the link in bio.,7607,982
CyWSgX2x0BY,2023-10-13 18:00:12,GraphImage,'A MIRACLE': Israeli village miraculously unscathed by Hamas terrorist carnage. Link in bio.,17753,1270
CyWKCZehYai,2023-10-13 16:46:13,GraphImage,ON THE MOVE: Israel has warned the 1.1 million people living north of Gaza to evacuate the area ahead of the military's response to Hamas' terrorist attacks. Breaking details at the link in bio.,19074,1366
CyWGFbWMgm1,2023-10-13 16:11:40,GraphImage,"'AMAZING BRAVERY': Roey Weiser, 21, saw his soldiers were pinned down by Hamas terrorists, his family says, and that's when he came up with an 'ingenious but daring maneuver to outflank the terrorists.' The strategy worked, but cost him his life. Link in bio.",33930,3343
CyWACdGriZf,2023-10-13 15:18:50,GraphImage,'SIMPLE AS THAT': The four-time Super Bowl champ slams the idea of biological men competing in women's sports at the link in bio.,82446,820
CyV-JX4tMwa,2023-10-13 15:02:37,GraphVideo,TUNE IN: GOP presidential hopeful @nikkihaley discusses the war unfolding in the Middle East on 'The Story' with @marthamaccallum today at 3p ET on Fox News Channel,2663,188
CyV4-bBt88d,2023-10-13 14:17:08,GraphImage,"'DEADLOCKED': As GOP remains at a standstill to elect new House speaker, Rep. Andy Ogles calls on his party to work through the weekend and make a decision to benefit the American people. Link in bio.",8473,525
CyV09ExsX7L,2023-10-13 13:41:57,GraphSidecar,ON HIGH ALERT: Police worldwide are upping security in response to the terrorists' call for action. Link in bio.,33118,4694
CyVwKSztrxI,2023-10-13 13:00:06,GraphImage,"'AWKWARD': Democratic senator, known for wardrobe controversy, mocks Americans' voting choices. Link in bio.",34858,9994
CyVpTE6NP5X,2023-10-13 12:00:08,GraphImage,'THEY HATE JEWS': @jasonrantz slams 'Pro-Hamas' rallies taking place on college campuses across the US as attendees chant hate to Israel.,15717,2406
CyVikvgNGQe,2023-10-13 11:01:22,GraphImage,"'KEEPING HER PROMISE': The daughter of the 'Grease' star shares how her mom remains ""hopelessly devoted"" from beyond the grave at the link in bio.",7418,366
CyVbk0TRZrL,2023-10-13 10:00:12,GraphImage,‘HERE ARE THE FACTS’: Sean Hannity explains what kind of enemy Israel is up against at the link in bio.,9470,1095
CyVUs97RL3a,2023-10-13 09:00:09,GraphImage,'ANIMALS WOULD NOT BEHAVE LIKE THIS': Families of Israelis feared kidnapped by Hamas terrorists speak out at the link in bio.,21764,2073
CyVN1w7REa6,2023-10-13 08:00:12,GraphImage,"GOLDEN HANDSHAKE: One expert explains why retirees can ""rest a little easier at night"" after the latest increase at the link in bio.",8289,869
CyVG-ArRhs4,2023-10-13 07:00:09,GraphImage,SHORT QUESTIONS: Faith in God and dedication to family are vital to Pete Hegseth. Find out why at the link in bio.,2303,137
CyVAGR3R1ME,2023-10-13 06:00:07,GraphImage,‘GRADUATED ROT’: Fox News host Laura Ingraham slams college students who openly embrace violent radicalism following the terrorist attacks on Israel.,21535,1079
CyU5O5yNegR,2023-10-13 05:00:07,GraphImage,"SEE IT TO BELIEVE IT: Was the fabled, elusive creature finally found? One couple explains how they think they've decoded the legendary mystery. Link in bio.",29349,2863
CyUzKoUtARZ,2023-10-13 04:07:07,GraphImage,THE EVIL TRUTH: Jesse Watters provides insight on the war in Israel as it enters its seventh day.,17892,828
CyUyXn3NxbB,2023-10-13 04:00:09,GraphImage,"‘WOULD MURDER ALL OF US’: Israeli Prime Minister Benjamin Netanyahu is pledging to defeat Hamas, likening the terrorist group to ISIS and the Nazis. Link in bio.",19833,1549
CyUrf7ItFfb,2023-10-13 03:00:07,GraphImage,"‘JUST ANOTHER GAL’: The transgender influencer complained that ""hateful"" people have made life a struggle since the Bud Light fiasco. Link in bio.",6455,7719
CyUlw-aNUPJ,2023-10-13 02:10:26,GraphVideo,FOX NEWS PRIMETIME: Watch 'GUTFELD!' every weeknight at 10PM ET.,2715,168
CyUko61txTV,2023-10-13 02:00:11,GraphImage,'HEARTBROKEN': Why the seven-time Super Bowl champion is speaking out about the ongoing conflict at the link in bio.,80388,1335
CyUko9qtqbb,2023-10-13 02:00:10,GraphImage,NEW ALLEGATIONS: What prosecutors are saying about the case at the link in bio.,5154,468
CyUdxMMPfJ1,2023-10-13 01:00:08,GraphImage,CONFERENCE CHAOS: The battle for the gavel is still up in the air after another shocking turn of events. The latest info at the link in our bio.,5467,797
CyUW6Eyp4A8,2023-10-13 00:00:11,GraphImage,FLIGHT RISK: The latest on the former yoga teacher accused of gunning down a romantic rival at the link in bio.,4284,216
CyUQCtGvzJ8,2023-10-12 23:00:12,GraphImage,'GET OFF THE CRACK PIPE': The heated debate over whether the esteemed university's students are right or wrong on the unfolding conflict at the link in bio.,11969,1608
CyUJLQ7rlUI,2023-10-12 22:00:11,GraphImage,FOND FAREWELL: More on the life and music of this legendary R&B giant at the link in bio.,3773,183
CyUCTxYtb3Z,2023-10-12 21:00:11,GraphImage,$6B QUESTION: Why President Biden refuses to publicly confirm the deal at the link in bio.,9686,1558
CyT7c7PLsDC,2023-10-12 20:00:16,GraphImage,'WAS A SAFE HAVEN': 'Harry Potter' author blasts school guidance that Jewish children should conceal their identities as anti-Semitic incidents skyrocket during war in Israel. Link in bio.,63807,1620
CyT0miQM5DE,2023-10-12 19:01:09,GraphVideo,"'HOUSE OF HORROR': @treyyingst details ""hell on Earth"" after Hamas attack: ""The most horrific thing I've ever seen.""",18349,1348
CyTttbTpyyn,2023-10-12 18:00:12,GraphImage,'REVOLTING': Secretary of State Antony Blinken says the photos and videos of Hamas' brutal slaughter of Israelis is beyond imagination.,25814,2888
CyTm2FFLsYx,2023-10-12 17:00:13,GraphImage,"TERMINATED: Arnold Schwarzenegger torches liberal leaders for wanting to ""ruin your cities"" at the link in bio.",76853,2645
CyTf_0ivvKI,2023-10-12 16:00:22,GraphImage,'LIVING IS GIVING': The American gymnastics legend has seen a growing outpouring of support as she battles a rare form of pneumonia. Link in bio.,7304,327
CyTZGwkgLuo,2023-10-12 15:00:09,GraphImage,'SHAME ON YOU': 'Stranger Things' star delivers resolute rebuke to people defending Hamas terrorists atrocities in Israel. Link in bio.,100407,3757
CyTSPf9NMq-,2023-10-12 14:00:11,GraphImage,GOLDEN TICKET: It may just be your lucky day. Link in bio.,7256,525
CyTLSPVNL66,2023-10-12 12:59:23,GraphImage,EMERGENCY RELIEF: The Israel Emergency Fund will provide assistance to those impacted by the Hamas attacks. Find out how you can help at the link in bio.,11689,1264
CyTE0OPND1s,2023-10-12 12:02:51,GraphImage,"'HAMAS IS ISIS': Standing united in Israel, Blinken and Netanyahu confront the world after Hamas terror massacre. Link in bio.",15576,1225
CyS9oyhRLJC,2023-10-12 11:00:08,GraphImage,'MAKE NO MISTAKE': Rep. Troy Nehls shuts down those questioning the power of the former president after Trump's pick for House speaker fails. Link in bio.,19176,1238
CyS2yr5RA6p,2023-10-12 10:00:19,GraphImage,"NOT TWO SIDES: ""Everybody needs to make a decision about which side they're on."" Rabbi provides insight on the search for hostages on ""The Ingraham Angle"" after Hamas terror attacks at the link in bio.",22289,1395
CySv7HLx7Kh,2023-10-12 09:00:18,GraphImage,FRENEMIES: 'Squad' members are seemingly losing friends after Rep. Rashida Tlaib refused to condemn the butchering of children by Hamas terrorists. Watch the co-hosts torch the liberal lawmakers at the link in bio.,17915,1165
CySpC_jxZJw,2023-10-12 08:00:12,GraphImage,"UNIVERSAL LANGUAGE: The list is in, and the rankings may stir up some controversy. See where your favorite city stands at the link in bio.",2418,125
CySiMbGRuvk,2023-10-12 07:00:21,GraphImage,'ILLEGAL CONTENT': Why a European commissioner is warning that misinformation is flooding the platform at the link in bio.,20006,1868
CySbUK9ttyW,2023-10-12 06:00:13,GraphImage,'THIS IS SICK': Republican presidential hopeful @nikkihaley says Israel's number one priority should be to eliminate Hamas. Hear her stern message at the link in our bio.,11057,870
CySNksXN-Si,2023-10-12 04:00:09,GraphImage,SLAPSHOT: NHL star shares how he really feels after league bans Pride-themed tape and jerseys at the link in bio.,28464,500
CySGtGzN_Zs,2023-10-12 03:00:33,GraphVideo,"'HAVE TO PROTECT ISRAEL': Trump says the war in Israel wouldn't have happened if he was president, claims Netanyahu ""was not prepared.""",19918,1091
CyR_2sdIjZB,2023-10-12 02:00:17,GraphImage,'THEY HAD NO PLAN': Rep. Cory Mills says he's doing the job the Biden administration failed to do — twice. He explains the successful rescue missions at the link in bio.,45753,913
CyR76VHIPSB,2023-10-12 01:26:03,GraphVideo,FOX NEWS PRIMETIME: Watch 'Hannity' every weeknight at 9PM ET.,2702,142
CyRx4j5LL1i,2023-10-11 23:58:12,GraphImage,'BE CAREFUL': The president's cryptic warning to Iran is at the link in bio.,10988,1268
CyRq7b_AxYD,2023-10-11 22:57:25,GraphImage,"'WORSE THAN ISIS': Israeli Prime Minister vows to fight ""with all our strength"" as the country continues battling against Hamas terrorist attacks. Bibi's promise is at the link in bio.",54363,3621
CyRkY2Vtfr2,2023-10-11 22:00:41,GraphVideo,"'WAR CRIME': The senator is criticizing the country after they ordered a ""complete siege"" on Gaza following the killing and kidnapping of Israeli civilians by Hamas terrorists. His full statement is at the link in bio.",24122,15327
CyRdk2kJcTQ,2023-10-11 21:01:02,GraphVideo,Harrowing footage shows entire neighborhoods reduced to rubble in Gaza as brutal conflict between Israel and Hamas intensifies.,20262,2924
CyRYvGaOPGl,2023-10-11 20:18:27,GraphImage,ICED OUT: It's not the first move the league has made to breakaway from Pride festivities. Link in bio.,10997,824
CyRTNJGts_a,2023-10-11 19:30:07,GraphImage,NO HOLDS BARRED? The Jets quarterback appears to be ready to throw some jabs and settle the 'vax wars' in the ring. Link in bio.,28972,663
CyRJadzNDxm,2023-10-11 18:05:10,GraphVideo,RETAIL THERAPY: Parents confront naked man at JCPenney for allegedly trying to touch children. Link in bio.,60496,5063
CyRCC7iJ-bh,2023-10-11 17:00:10,GraphImage,"ENDGAME: ""No negotiation is going to get Hamas to accept Israel. The very existence of Hamas must be eradicated,"" writes Newt Gingrich. Link in bio.",29319,2679
CyQ7l9_JfuH,2023-10-11 16:03:47,GraphImage,MISS-REPRESENTED: The beauty pageant comes after months of controversy surrounding biological men infringing on women's spaces. Link in bio.,15484,10604
CyQ0TjitKfO,2023-10-11 15:00:06,GraphImage,TASTE THE RAINBOW: Actor blasts far-left California Gov. Gavin Newsom for spending more time to ban candy from store shelves instead of getting drugs and homeless off the streets. Link in bio.,80951,2782
CyQtc2zNuui,2023-10-11 14:00:38,GraphVideo,DEAFENING SILENCE: Far-left 'Squad' Rep. Rashida Tlaib refuses to answer if she condemns Hamas slaughtering infants. Link in bio.,67845,9954
CyQobSBK8L6,2023-10-11 13:17:31,GraphVideo,BOMBARDED: Israel's aerial campaign has utterly destroyed portions of Gaza ahead of the IDF's expected ground invasion. Link in bio.,19912,3022
CyQmlbXt4qd,2023-10-11 13:00:38,GraphVideo,FOX NEWS PRIMETIME: The right voices. At the right time. Every weeknight starting at 7PM ET.,2306,138
CyQh6GNty-Q,2023-10-11 12:20:21,GraphVideo,"""This is Jihad. There are no rules in Jihad. They're raping women in fields, they're beheading babies, they're executing the elderly in the street."" Woman whose family member was murdered by Hamas delivers emotional testimony to @SteveDoocy on @foxandfriends , detailing the gruesome scenes from the terror attacks. Link in bio.",15604,1476
CyQftXeNJkY,2023-10-11 12:00:08,GraphImage,"'PSYCHOLOGICAL WARFARE': Rabbi slams media, college campuses for trying to 'normalize Jew hatred' in response to Hamas terror attack. Link in bio.",32172,1658
CyQY2LARxkv,2023-10-11 11:00:10,GraphImage,"LIFE TO THE FULLEST: Dorothy Hoffner took her final leap with the support of her community, family and friends. Read about her legacy at the link in bio.",43611,737
CyQR_15RTH5,2023-10-11 10:00:19,GraphImage,"OWN ACT OF SERVICE: Thanks to the man's generous actions, hundreds of reservists can fly back to Israel and fight against Hamas. Link in bio.",27624,1038
CyQLI28sHOA,2023-10-11 09:00:44,GraphVideo,"Alan Dershowitz torches top universities for failing to condemn groups that blame Israel for the Hamas terror attacks, and calls for names of students who signed the petitions to be released.",39867,1878
CyQEWpIRMCE,2023-10-11 08:01:05,GraphImage,UNDER HIS WING: The faith-filled message behind the gorgeous bird at the link in bio.,44662,757
CyP9YKNOydj,2023-10-11 07:00:08,GraphImage,MATTERS OF THE HEART: Change your life one step at time. Find out how at the link in bio.,3761,210
CyP2noxuhyK,2023-10-11 06:01:06,GraphImage,'PERCEPTION OF WEAKNESS': Sen. Marsha Blackburn slams Biden admin's lackluster response to Hamas terror attacks against Israel. Link in bio.,10559,608
CyPvpchtkuy,2023-10-11 05:00:10,GraphImage,"'THIS CANNOT BREAK US': Israel reservists fighting like ""lions"" to save ""as many innocent lives"" as possible while war rages against Hamas, says granddaughter of Holocaust survivors. Link in bio.",19147,1141
CyPox7itzuA,2023-10-11 04:00:10,GraphImage,SICK OF THE 'SQUAD': Jewish Democrat rips into members of his own party after they called to end aid to Israel at the link in bio.,20515,1482
CyPf7VPNE4w,2023-10-11 02:43:09,GraphVideo,"'ABSOLUTELY APPALLING': Sen. @lindseygrahamsc blasts Harvard students and other organizations who blame Israel for the war, and explains what the real cause of the conflict is on ""Hannity.""",40734,2357
CyPWePvLylk,2023-10-11 01:20:11,GraphImage,"'THERE ARE NOT TWO SIDES': Karine Jean-Pierre is turning up the heat on members of the far-left ""Squad"" after their comments on the war between Israel and Hamas. She doesn't hold back at the link in bio.",54657,4735
CyPTSU9Mh9l,2023-10-11 00:52:20,GraphImage,EMERGENCY RELIEF: The Israel Emergency Fund will provide assistance to those impacted by the Hamas attacks. Find out how you can help at the link in bio.,22006,1014
CyPNnHqrXov,2023-10-11 00:03:06,GraphVideo,FOX NEWS PRIMETIME: Watch '@jessewatters Primetime' every weeknight at 8PM ET.,2569,162
CyPG56ksBas,2023-10-10 23:04:09,GraphImage,'KEEP QUIET': Ilan Trone recalls the horror as his daughter was killed by terrorists while he was on the phone with her. The gut-wrenching story is at the link in bio.,21201,1467
CyPChkSyrCD,2023-10-10 22:26:09,GraphVideo,'RAPE IS NOT RESISTANCE': Counter-protesters confront anti-Israel demonstrations near Harvard. Link in bio.,55087,4778
CyO5qTGNoGr,2023-10-10 21:08:26,GraphImage,'MAKE NO MISTAKE': President Biden doesn't mince words as he pledges to make sure Israel has what it needs to defend itself. His promise to have our ally's back is at the link in bio.,23969,3076
CyOz-FJsuiL,2023-10-10 20:18:41,GraphImage,'I LOVE YOU': The mom hasn't heard from her son since. The heart wrenching details at the link in bio.,23352,1759
CyOqT8RNVwz,2023-10-10 18:54:18,GraphImage,"'ACTS OF SHEER EVIL': ""There are moments in this life, I mean this literally, when the pure, unadulterated evil is unleashed on this world."" President Biden shares the latest information on the Hamas terror attacks at the link in bio.",19347,3316
CyOkH-xpRJV,2023-10-10 18:00:14,GraphImage,"TAKING AIM: Trump claims ""atrocities we are witnessing in Israel"" would have never happened if he was still president. Link in bio.",75998,2439
CyOdQurJE_s,2023-10-10 17:00:16,GraphImage,'STUPID SYSTEM': The former California governor's stern message for both Democrats and Republicans at the link in bio.,61195,2510
CyOYGcvJ5bM,2023-10-10 16:15:10,GraphImage,"'WHERE ARE THEY NOW?': Bari Weiss calls out CEOs and celebrities who had immediate statements about Black Lives Matter and the war in Ukraine, but are silent on the terror attacks against Israel.",19623,1071
CyOTF9bJFa2,2023-10-10 15:31:25,GraphImage,ADD AND DETRACT: A newly released report shows just how many immigrant encounters have taken place at the border this year. The jaw-dropping number is at the link in bio.,10912,1797
CyOLV-SsMmX,2023-10-10 14:23:40,GraphSidecar,'SAVAGERY': Israeli-American families break silence on relatives killed or captured by Hamas during terror attack. Breaking details at the link in bio.,17717,1149
CyOJw06sH1A,2023-10-10 14:09:54,GraphImage,'WE GOTTA BE CLEAR': Rep. Kevin McCarthy emphasizes the importance of providing ammunition to Israel now. He outlines his 5 point plan for the U.S.'s response to the war at the link in bio.,16198,710
CyOByhYszuV,2023-10-10 13:00:38,GraphVideo,FOX NEWS PRIMETIME: The right voices. At the right time. Every weeknight starting at 7PM ET.,2545,127
CyN67t_sSA0,2023-10-10 12:00:18,GraphImage,"HYDROPHOBIC: ""I’m always dehydrated."" How she combats the rare condition with a ""waterless"" life at the link in bio.",6644,258
CyN116ds2oO,2023-10-10 11:15:50,GraphImage,'HORROR STORIES': Israel Ambassador compares scenes of Hamas attack to genocide of European Jews during World War II. Link in bio.,28188,1562
CyNtM15xBKl,2023-10-10 10:00:18,GraphImage,'I CAN'T BREATHE': Sara Foster took to Instagram to release another ruthless statement blasting Hamas terrorists for the inhumane killings and torture of citizens in Israel.,28005,1278
CyNmUd9sn48,2023-10-10 09:00:10,GraphImage,"'PROFOUND LOSS': The late chef was hailed for his ""culinary brilliance, boundless creativity and unwavering commitment to family."" Link in bio.",3873,255
